Movies,Domestic,International,Worldwild,Distributor,Opening,Budget,Release_Date,MPAA,Runing_Time,Genres
Jobs,"$16,131,410","$25,996,942","$42,128,352",Open Road Films (II),"$6,713,900","$12,000,000","Aug 16, 2013",PG-13,2 hr 8 min,"Biography
    
        Drama"
Grudge Match,"$29,807,260","$15,100,000","$44,907,260",Warner Bros.,"$7,021,993","$40,000,000","Dec 25, 2013",PG-13,1 hr 53 min,"Comedy
    
        Drama
    
        Sport"
The Counselor,"$16,973,715","$54,035,619","$71,009,334",Twentieth Century Fox,"$7,842,930","$25,000,000","Oct 25, 2013",R,1 hr 57 min,"Crime
    
        Drama
    
        Thriller"
Dark Skies,"$17,418,667","$10,439,436","$27,858,103",Dimension Films,"$8,189,166","$3,500,000","Feb 22, 2013",PG-13,1 hr 37 min,"Horror
    
        Sci-Fi
    
        Thriller"
Parker,"$17,616,641","$29,305,925","$46,922,566",FilmDistrict,"$7,008,222","$35,000,000","Jan 25, 2013",R,1 hr 58 min,"Action
    
        Crime
    
        Thriller"
Admission,"$18,007,317","$629,884","$18,637,201",Focus Features,"$6,154,984","$13,000,000","Mar 22, 2013",PG-13,1 hr 48 min,"Comedy
    
        Drama
    
        Romance"
Beautiful Creatures,"$19,452,138","$40,600,000","$60,052,138",Warner Bros.,"$7,582,595","$60,000,000","Feb 14, 2013",PG-13,2 hr 4 min,"Drama
    
        Fantasy
    
        Romance"
Broken City,"$19,701,164","$15,036,035","$34,737,199",Twentieth Century Fox,"$8,268,908","$35,000,000","Jan 18, 2013",R,1 hr 49 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Runner Runner,"$19,316,646","$43,358,449","$62,675,095",Twentieth Century Fox,"$7,706,712","$30,000,000","Oct 4, 2013",R,1 hr 28 min,"Crime
    
        Thriller"
The Big Wedding,"$21,819,348","$24,702,789","$46,522,137",Lionsgate,"$7,591,663","$35,000,000","Apr 26, 2013",R,1 hr 30 min,"Comedy
    
        Drama
    
        Romance"
The Incredible Burt Wonderstone,"$22,537,881","$4,900,000","$27,437,881",Warner Bros.,"$10,177,257","$30,000,000","Mar 15, 2013",PG-13,1 hr 40 min,Comedy
47 Ronin,"$38,362,475","$113,421,364","$151,783,839",Universal Pictures,"$9,910,310","$175,000,000","Dec 25, 2013",PG-13,2 hr 8 min,"Action
    
        Drama
    
        Fantasy"
Homefront,"$20,158,898","$28,290,518","$48,449,416",Open Road Films (II),"$6,915,241","$22,000,000","Nov 27, 2013",R,1 hr 40 min,"Action
    
        Crime
    
        Thriller"
Walking with Dinosaurs 3D,"$36,076,121","$90,470,397","$126,546,518",Twentieth Century Fox,"$7,091,938","$80,000,000","Dec 20, 2013",PG,1 hr 27 min,"Adventure
    
        Animation
    
        Comedy
    
        Family"
Don Jon,"$24,477,704","$14,961,651","$39,439,355",Relativity Media,"$8,677,009","$3,000,000","Sep 27, 2013",R,1 hr 30 min,"Comedy
    
        Drama
    
        Romance"
The World's End,"$26,004,851","$20,084,436","$46,089,287",Focus Features,"$8,811,790","$20,000,000","Aug 23, 2013",R,1 hr 49 min,"Action
    
        Comedy
    
        Sci-Fi"
One Direction: This Is Us,"$28,873,374","$39,659,524","$68,532,898",TriStar Pictures,"$15,815,497","$10,000,000","Aug 30, 2013",PG,1 hr 32 min,"Documentary
    
        Music"
Delivery Man,"$30,664,106","$22,456,240","$53,120,346",Walt Disney Studios Motion Pictures,"$7,944,977","$26,000,000","Nov 22, 2013",PG-13,1 hr 45 min,"Comedy
    
        Drama"
This Is 40,"$67,544,505","$20,670,651","$88,215,156",Universal Pictures,"$11,579,175","$35,000,000","Dec 21, 2012",R,2 hr 14 min,"Comedy
    
        Drama
    
        Romance"
The Secret Life of Walter Mitty,"$58,236,838","$129,896,484","$188,133,322",Twentieth Century Fox,"$12,765,508","$90,000,000","Dec 25, 2013",PG,1 hr 54 min,"Adventure
    
        Comedy
    
        Drama
    
        Fantasy
    
        Romance"
Kick-Ass 2,"$28,795,985","$32,000,000","$60,795,985",Universal Pictures,"$13,332,955","$28,000,000","Aug 16, 2013",R,1 hr 43 min,"Action
    
        Comedy
    
        Crime
    
        Thriller"
Scary Movie V,"$32,015,787","$46,362,957","$78,378,744",Dimension Films,"$14,157,367","$20,000,000","Apr 12, 2013",PG-13,1 hr 28 min,Comedy
21 & Over,"$25,682,380","$22,383,292","$48,065,672",Relativity Media,"$8,754,168","$13,000,000","Mar 1, 2013",R,1 hr 33 min,Comedy
Jack Reacher,"$80,070,736","$138,269,859","$218,340,595",Paramount Pictures,"$15,210,156","$60,000,000","Dec 21, 2012",PG-13,2 hr 10 min,"Action
    
        Mystery
    
        Thriller"
R.I.P.D.,"$33,618,855","$44,705,365","$78,324,220",Universal Pictures,"$12,691,415","$130,000,000","Jul 19, 2013",PG-13,1 hr 36 min,"Action
    
        Adventure
    
        Comedy
    
        Crime
    
        Fantasy
    
        Sci-Fi"
The Mortal Instruments: City of Bones,"$31,165,421","$64,231,152","$95,396,573",Screen Gems,"$9,336,957","$60,000,000","Aug 21, 2013",PG-13,2 hr 10 min,"Action
    
        Adventure
    
        Fantasy
    
        Horror
    
        Mystery
    
        Romance"
Carrie,"$35,266,619","$49,524,059","$84,790,678",Screen Gems,"$16,101,552","$30,000,000","Oct 18, 2013",R,1 hr 40 min,"Drama
    
        Horror"
The Family,"$36,918,811","$41,500,000","$78,418,811",Relativity Media,"$14,034,764","$30,000,000","Sep 13, 2013",R,1 hr 51 min,"Comedy
    
        Crime
    
        Thriller"
A Haunted House,"$40,041,683","$20,117,901","$60,159,584",Open Road Films (II),"$18,101,682","$2,500,000","Jan 11, 2013",R,1 hr 26 min,"Comedy
    
        Fantasy
    
        Horror"
The Wolf of Wall Street,"$116,900,694","$275,100,000","$392,000,694",Paramount Pictures,"$18,361,578","$100,000,000","Dec 25, 2013",R,3 hr,"Biography
    
        Comedy
    
        Crime
    
        Drama"
Riddick,"$42,025,135","$56,312,160","$98,337,295",Universal Pictures,"$19,030,375","$38,000,000","Sep 6, 2013",R,1 hr 59 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Life of Pi,"$124,987,023","$484,029,542","$609,016,565",Twentieth Century Fox,"$22,451,514","$120,000,000","Nov 21, 2012",PG,2 hr 7 min,"Adventure
    
        Drama
    
        Fantasy"
Jurassic Park,"$45,385,935","$72,806,380","$118,192,315",Universal Pictures,"$18,620,145","$63,000,000","Apr 5, 2013",PG-13,2 hr 7 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Parental Guidance,"$77,267,296","$42,504,936","$119,772,232",Twentieth Century Fox,"$14,554,053","$25,000,000","Dec 25, 2012",PG,1 hr 45 min,"Comedy
    
        Family"
The Internship,"$44,672,764","$48,820,080","$93,492,844",Twentieth Century Fox,"$17,325,307","$58,000,000","Jun 7, 2013",PG-13,1 hr 59 min,Comedy
Gangster Squad,"$46,000,903","$59,200,000","$105,200,903",Warner Bros.,"$17,070,347","$60,000,000","Jan 11, 2013",R,1 hr 53 min,"Action
    
        Crime
    
        Drama
    
        Thriller"
Evil Dead,"$54,239,856","$43,303,096","$97,542,952",TriStar Pictures,"$25,775,847","$17,000,000","Apr 5, 2013",R,1 hr 31 min,Horror
The Call,"$51,872,378","$16,700,253","$68,572,631",TriStar Pictures,"$17,118,745","$13,000,000","Mar 15, 2013",R,1 hr 36 min,"Crime
    
        Drama
    
        Horror
    
        Thriller"
Pain & Gain,"$49,875,291","$37,430,258","$87,305,549",Paramount Pictures,"$20,244,505","$26,000,000","Apr 26, 2013",R,2 hr 9 min,"Action
    
        Comedy
    
        Crime
    
        Drama"
RED 2,"$53,262,560","$94,813,005","$148,075,565",Lionsgate,"$18,048,422","$84,000,000","Jul 19, 2013",PG-13,1 hr 56 min,"Action
    
        Adventure
    
        Comedy
    
        Crime
    
        Thriller"
Hansel & Gretel: Witch Hunters,"$55,703,475","$170,646,274","$226,349,749",Paramount Pictures,"$19,690,956","$50,000,000","Jan 25, 2013",R,1 hr 28 min,"Action
    
        Fantasy
    
        Horror"
After Earth,"$60,522,097","$183,089,885","$243,611,982",Sony Pictures Entertainment (SPE),"$27,520,040","$130,000,000","May 31, 2013",PG-13,1 hr 40 min,"Action
    
        Adventure
    
        Sci-Fi"
Prisoners,"$61,002,302","$61,124,385","$122,126,687",Warner Bros.,"$20,817,053","$46,000,000","Sep 20, 2013",R,2 hr 33 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Free Birds,"$55,750,480","$54,636,592","$110,387,072",Relativity Media,"$15,805,237","$55,000,000","Nov 1, 2013",PG,1 hr 31 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi"
Escape from Planet Earth,"$57,012,977","$17,584,666","$74,597,643",The Weinstein Company,"$15,891,055","$40,000,000","Feb 15, 2013",PG,1 hr 29 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sci-Fi"
The Good Liar,"$17,156,058","$16,700,000","$33,856,058",Warner Bros.,"$5,605,051","$10,000,000","Nov 15, 2019",R,1 hr 49 min,"Crime
    
        Drama
    
        Mystery
    
        Thriller"
Zombieland: Double Tap,"$73,123,082","$49,687,317","$122,810,399",Sony Pictures Entertainment (SPE),"$26,803,104","$42,000,000","Oct 18, 2019",R,1 hr 39 min,"Action
    
        Comedy
    
        Horror"
Frozen,"$215,000","$490,818","$705,818",Walt Disney Studios Motion Pictures,"$120,000","$150,000,000","Nov 25, 2020",PG,1 hr 42 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Musical"
Wonder Woman,"$252,000","$204,493","$456,493",Warner Bros.,"$189,000","$149,000,000","Dec 11, 2020",PG-13,2 hr 21 min,"Action
    
        Adventure
    
        Fantasy
    
        Sci-Fi
    
        War"
Bohemian Rhapsody,"$240,000","$6,914,052","$7,154,052",Twentieth Century Fox,"$240,000","$52,000,000","Jul 17, 2020",PG-13,2 hr 14 min,"Biography
    
        Drama
    
        Music"
The Purge,"$64,473,115","$24,855,512","$89,328,627",Universal Pictures,"$34,058,360","$3,000,000","Jun 7, 2013",R,1 hr 25 min,"Horror
    
        Sci-Fi
    
        Thriller"
Jack the Giant Slayer,"$65,187,603","$132,500,000","$197,687,603",Warner Bros.,"$27,202,226","$195,000,000","Mar 1, 2013",PG-13,1 hr 54 min,"Action
    
        Adventure
    
        Fantasy"
Warm Bodies,"$66,380,662","$50,600,000","$116,980,662",Lionsgate,"$20,353,967","$35,000,000","Feb 1, 2013",PG-13,1 hr 38 min,"Comedy
    
        Horror
    
        Romance"
Last Vegas,"$63,914,167","$70,488,283","$134,402,450",CBS Films,"$16,334,566","$28,000,000","Nov 1, 2013",PG-13,1 hr 45 min,"Comedy
    
        Drama"
A Good Day to Die Hard,"$67,349,198","$237,304,984","$304,654,182",Twentieth Century Fox,"$24,834,845","$92,000,000","Feb 14, 2013",R,1 hr 38 min,"Action
    
        Thriller"
The Best Man Holiday,"$70,525,195","$2,310,515","$72,835,710",Universal Pictures,"$30,107,555","$17,000,000","Nov 15, 2013",R,2 hr 3 min,"Comedy
    
        Drama"
The Smurfs 2,"$71,017,784","$276,527,576","$347,545,360",Sony Pictures Entertainment (SPE),"$17,548,389","$105,000,000","Jul 31, 2013",PG,1 hr 45 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy"
White House Down,"$73,103,784","$132,262,953","$205,366,737",Sony Pictures Entertainment (SPE),"$24,852,258","$150,000,000","Jun 28, 2013",PG-13,2 hr 11 min,"Action
    
        Drama
    
        Thriller"
Safe Haven,"$71,349,120","$26,245,020","$97,594,140",Relativity Media,"$21,401,594","$28,000,000","Feb 14, 2013",PG-13,1 hr 55 min,"Drama
    
        Romance
    
        Thriller"
Mama,"$71,628,180","$74,800,000","$146,428,180",Universal Pictures,"$28,402,310","$15,000,000","Jan 18, 2013",PG-13,1 hr 40 min,"Fantasy
    
        Horror
    
        Thriller"
Percy Jackson: Sea of Monsters,"$68,559,554","$131,290,761","$199,850,315",Twentieth Century Fox,"$14,401,054","$90,000,000","Aug 7, 2013",PG,1 hr 46 min,"Adventure
    
        Family
    
        Fantasy"
2 Guns,"$75,612,460","$56,327,951","$131,940,411",Universal Pictures,"$27,059,130","$61,000,000","Aug 2, 2013",R,1 hr 49 min,"Action
    
        Comedy
    
        Crime
    
        Thriller"
Les Misérables,"$148,809,770","$293,489,539","$442,299,309",Universal Pictures,"$27,281,735","$61,000,000","Dec 25, 2012",PG-13,2 hr 38 min,"Drama
    
        Musical
    
        Romance"
Insidious: Chapter 2,"$83,586,447","$78,332,871","$161,919,318",FilmDistrict,"$40,272,103","$5,000,000","Sep 13, 2013",PG-13,1 hr 46 min,"Horror
    
        Mystery
    
        Thriller"
The Lone Ranger,"$89,302,115","$171,200,000","$260,502,115",Walt Disney Studios Motion Pictures,"$29,210,849","$215,000,000","Jul 3, 2013",PG-13,2 hr 30 min,"Action
    
        Adventure
    
        Western"
Oblivion,"$89,107,235","$197,061,337","$286,168,572",Universal Pictures,"$37,054,485","$120,000,000","Apr 19, 2013",PG-13,2 hr 4 min,"Action
    
        Adventure
    
        Sci-Fi"
Planes,"$90,288,712","$148,970,000","$239,258,712",Walt Disney Studios Motion Pictures,"$22,232,291","$50,000,000","Aug 9, 2013",PG,1 hr 31 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sport"
Turbo,"$83,028,128","$199,542,554","$282,570,682",Twentieth Century Fox,"$21,312,625","$135,000,000","Jul 17, 2013",PG,1 hr 36 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Sport"
Anchorman 2: The Legend Continues,"$125,168,368","$46,296,308","$171,464,676",Paramount Pictures,"$26,232,425","$50,000,000","Dec 18, 2013",PG-13,1 hr 59 min,Comedy
Elysium,"$93,050,117","$193,090,583","$286,140,700",TriStar Pictures,"$29,807,393","$115,000,000","Aug 9, 2013",R,1 hr 49 min,"Action
    
        Drama
    
        Sci-Fi"
Django Unchained,"$162,805,434","$262,562,804","$425,368,238",The Weinstein Company,"$30,122,888","$100,000,000","Dec 25, 2012",R,2 hr 45 min,"Drama
    
        Western"
42,"$95,020,213","$2,450,488","$97,470,701",Warner Bros.,"$27,487,144","$40,000,000","Apr 12, 2013",PG-13,2 hr 8 min,"Biography
    
        Drama
    
        Sport"
Jackass Presents: Bad Grandpa,"$102,003,019","$49,823,528","$151,826,547",Paramount Pictures,"$32,055,177","$15,000,000","Oct 25, 2013",R,1 hr 32 min,Comedy
Olympus Has Fallen,"$98,925,640","$71,344,561","$170,270,201",FilmDistrict,"$30,373,794","$70,000,000","Mar 22, 2013",R,1 hr 59 min,"Action
    
        Thriller"
This Is the End,"$101,470,202","$24,571,120","$126,041,322",Sony Pictures Entertainment (SPE),"$20,719,162","$32,000,000","Jun 12, 2013",R,1 hr 47 min,Comedy
Pacific Rim,"$101,802,906","$309,200,000","$411,002,906",Warner Bros.,"$37,285,325","$190,000,000","Jul 12, 2013",PG-13,2 hr 11 min,"Action
    
        Adventure
    
        Sci-Fi"
Epic,"$107,518,682","$160,907,952","$268,426,634",Twentieth Century Fox,"$33,531,068","$100,000,000","May 24, 2013",PG,1 hr 42 min,"Action
    
        Adventure
    
        Animation
    
        Family
    
        Fantasy
    
        Mystery"
Captain Phillips,"$107,100,855","$111,690,956","$218,791,811",Sony Pictures Entertainment (SPE),"$25,718,314","$55,000,000","Oct 11, 2013",PG-13,2 hr 14 min,"Action
    
        Biography
    
        Crime
    
        Drama
    
        Thriller"
The Hangover Part III,"$112,200,072","$249,800,000","$362,000,072",Warner Bros.,"$41,671,198","$103,000,000","May 23, 2013",R,1 hr 40 min,"Comedy
    
        Crime"
Lee Daniels' The Butler,"$116,632,095","$60,681,700","$177,313,795",The Weinstein Company,"$24,637,312","$30,000,000","Aug 16, 2013",PG-13,2 hr 12 min,"Biography
    
        Drama"
Cloudy with a Chance of Meatballs 2,"$119,793,567","$154,532,382","$274,325,949",Sony Pictures Entertainment (SPE),"$34,017,930","$78,000,000","Sep 27, 2013",PG,1 hr 35 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy
    
        Sci-Fi"
Now You See Me,"$117,723,989","$234,000,000","$351,723,989",Lionsgate,"$29,350,389","$75,000,000","May 31, 2013",PG-13,1 hr 55 min,"Crime
    
        Mystery
    
        Thriller"
G.I. Joe: Retaliation,"$122,523,060","$253,217,645","$375,740,705",Paramount Pictures,"$40,501,814","$130,000,000","Mar 28, 2013",PG-13,1 hr 50 min,"Action
    
        Adventure
    
        Sci-Fi
    
        Thriller"
Grown Ups 2,"$133,668,525","$113,315,753","$246,984,278",Sony Pictures Entertainment (SPE),"$41,508,572","$80,000,000","Jul 12, 2013",PG-13,1 hr 41 min,Comedy
Identity Thief,"$134,506,920","$39,458,090","$173,965,010",Universal Pictures,"$34,551,025","$35,000,000","Feb 8, 2013",R,1 hr 51 min,"Comedy
    
        Crime
    
        Drama"
The Conjuring,"$137,400,141","$182,094,497","$319,494,638",Warner Bros.,"$41,855,326","$20,000,000","Jul 19, 2013",R,1 hr 52 min,"Horror
    
        Mystery
    
        Thriller"
The Wolverine,"$132,556,852","$282,271,394","$414,828,246",Twentieth Century Fox,"$53,113,752","$120,000,000","Jul 26, 2013",PG-13,2 hr 6 min,"Action
    
        Sci-Fi"
The Great Gatsby,"$144,840,419","$208,801,476","$353,641,895",Warner Bros.,"$50,085,185","$105,000,000","May 10, 2013",PG-13,2 hr 23 min,"Drama
    
        Romance"
We're the Millers,"$150,394,119","$119,600,000","$269,994,119",Warner Bros.,"$26,419,396","$37,000,000","Aug 7, 2013",R,1 hr 50 min,"Comedy
    
        Crime"
The Croods,"$187,168,425","$400,036,243","$587,204,668",Twentieth Century Fox,"$43,639,736","$135,000,000","Mar 22, 2013",PG,1 hr 38 min,"Adventure
    
        Animation
    
        Comedy
    
        Family
    
        Fantasy"
The Heat,"$159,582,188","$70,348,583","$229,930,771",Twentieth Century Fox,"$39,115,043","$43,000,000","Jun 28, 2013",R,1 hr 57 min,"Action
    
        Comedy
    
        Crime"
World War Z,"$202,359,711","$337,648,165","$540,007,876",Paramount Pictures,"$66,411,834","$190,000,000","Jun 21, 2013",PG-13,1 hr 56 min,"Action
    
        Adventure
    
        Horror
    
        Sci-Fi"
Oz the Great and Powerful,"$234,911,825","$258,400,000","$493,311,825",Walt Disney Studios Motion Pictures,"$79,110,453","$215,000,000","Mar 8, 2013",PG,2 hr 10 min,"Adventure
    
        Family
    
        Fantasy"
Thor: The Dark World,"$206,362,140","$438,421,000","$644,783,140",Walt Disney Studios Motion Pictures,"$85,737,841","$170,000,000","Nov 8, 2013",PG-13,1 hr 52 min,"Action
    
        Adventure
    
        Fantasy"
Star Trek Into Darkness,"$228,778,661","$238,586,585","$467,365,246",Paramount Pictures,"$70,165,559","$190,000,000","May 16, 2013",PG-13,2 hr 12 min,"Action
    
        Adventure
    
        Sci-Fi"
Fast & Furious 6,"$238,679,850","$550,000,000","$788,679,850",Universal Pictures,"$97,375,245","$160,000,000","May 24, 2013",PG-13,2 hr 10 min,"Action
    
        Crime
    
        Thriller"
Man of Steel,"$291,045,518","$377,000,000","$668,045,518",Warner Bros.,"$116,619,362","$225,000,000","Jun 14, 2013",PG-13,2 hr 23 min,"Action
    
        Adventure
    
        Sci-Fi"
